bairro;localizacao;preco;quartos;m2;corretora;data_anuncio;pm2
Asa Norte ;SCRN 706/707 EXCELENTE LOCALIZA??O LIGUE: 9611-8184;390000;2;71,12;275;28/01/2014;5.484
Asa Sul ;SQS 411 VAZADO - JK - NASCENTE;390000;2;57;14367;28/01/2014;6.842
Asa Norte ;SQN 216 VISTA LIVRE, ANDAR ALTO!!!;390000;1;43;11983;28/01/2014;9.070
Asa Norte ;SQN 316 BLOCO K ADIMAR  9555 0723;390000;1;47;10965;27/01/2014;8.298
Asa Norte ;SHCGN 716 RESIDENCIAL ,ELEVADOR,AC. FINANCIAMENTO!!;390000;2;58;18066;23/01/2014;6.724
Asa Norte ;SQN 216 ACEITA PROPOSTA.;390000;1;42;10075;23/01/2014;9.286
Asa Norte ;SETOR SHTN LIFE RESORT;390000;1;30;11924;21/01/2014;13.000
Asa Norte ;SGAN 914 SOUTH BEACH CANTO 44M?;390000;2;44;8067;21/01/2014;8.864
Asa Norte ;SQN 316 R$390.000,00,  NASCENTE,  ACEITA FINANCIAMENTO.;390000;1;43;8247;22/12/2013;9.070
Asa Norte ;SETOR SHTN THE SUN  THE FULL CONDOMINIUM RESORT;390000;1;30,6;4763;12/12/2013;12.745
Noroeste ;CLNW 10/11 RARIDADE! C/02 VAGAS...HABITE-SE RESIDENCIAL!;390000;2;40;7353;08/01/2014;9.750
Asa Norte ;SCLRN 707 AC TRC CASA COND LAGO SUL;390011;2;47;11839;29/01/2014;8.298
Asa Norte ;SETOR SHTN PREMIER RESIDENCE;399000;1;38;12230;29/01/2014;10.500
Asa Sul ;SQS 212 VISTA LIVRE, ACEITO FINANCIAMENTO E FGTS.;399000;1;40;9451;29/01/2014;9.975
Asa Sul ;SQS 212 UMA GRA?A, REALIZE O SONHO DA CASA PR?PRIA*;400000;1;33;7107;29/01/2014;12.121
Sudoeste ;QRSW 07 BLOCO A-06 - MOBILIADO - OPORTUNIDADE;400000;1;59,44;17097;28/01/2014;6.729
Asa Sul ;SQS 212 BLOCO D FA?A J? SUA PROPOSTA!;400000;1;45;19812;27/01/2014;8.889
Noroeste ;CLNW 10/11 HABITE-SE RESIDENCIAL! MUDE JA...C/GARAGEM;400000;1;37;7353;21/01/2014;10.811
Asa Norte ;SCLRN 712 ;400000;2;72,87;7315;14/01/2014;5.489
Asa Norte ;SCLRN 714 * * OTIMA OPORTUNIDADE* *;400000;3;75;13880;13/01/2014;5.333
Sudoeste ;QRSW 05 1? ANDAR MAIS BARATO - 8156-8764;400000;2;60;12180;07/01/2014;6.667
Asa Sul ;SQS 411 - 1? ANDAR - DESOCUPADO - PR?DIO REFORMADO;400000;2;57;13933;23/12/2013;7.018
Asa Norte ;SCLRN 715 BLOCO C LUXO APARTAMENTO DUPLEX/COBERTURA;400000;2;95;4749;11/12/2013;4.211
Asa Norte ;SQN 216 BLOCO B ;400000;1;44,98;11427;29/01/2014;8.893
Asa Norte ;SHN QUADRA 01 FUSION WORK E LIVE;405000;1;34;17001;29/01/2014;11.912
Asa Norte ;SHN QUADRA 01 FUSION WORK E LIVE;405000;1;34;17001;28/01/2014;11.912
Asa Norte ;SQN 316 ANDAR ALTO;405000;1;41;18175;13/01/2014;9.878
Asa Norte ;SETOR SHTN TRECHO 2 LOTE 3 LIFE RESORT;405000;1;32;11924;09/01/2014;12.656
Asa Sul ;SQS 212 BLOCO D OPORTUNIDADE DE NEG?CIO;405000;1;56;15971;03/01/2014;7.232
Sudoeste ;EQRSW 7/8 - MONUMENTAL SUDOESTE - VAGA DE GARAGEM;407000;1;35,42;17097;20/01/2014;11.491
Noroeste ;CLNW 10/11 LOTE C NEO(D)37M2- VERA REGINA-9978-3157;409266,94;1;37,34;8015;19/01/2014;10.961
Asa Norte ;CLN 103 ;410000;3;55;17001;29/01/2014;7.455
Sudoeste ;QRSW 02 BLOCO B-01 MELHOR OPORTUNIDADE!!!;410000;2;60,01;17467;29/01/2014;6.832
Asa Sul ;SQS 411 ?TIMO APTO! PR?DIO JK 8408-4788;410000;2;57;19420;29/01/2014;7.193
Asa Norte ;CLN 103 ;410000;3;55;17001;28/01/2014;7.455
Asa Norte ;SHCGN 716 BLOCO D ;410000;2;55;13084;15/01/2014;7.455
Asa Norte ;CLN 103 BLOCO A ;410000;3;57;19699;14/01/2014;7.193
Asa Norte ;SHCGN 716 LINDO ! REFORMADO ! NASCENTE ! EXCTE LOCALIZA??O !!;410000;2;51;7037;16/12/2013;8.039
Asa Sul ;SQS 411 SQS 411 SUL - TODO REFORMADO - VARANDA GURM?;412000;1;45;12123;15/01/2014;9.156
Asa Norte ;SHCGN 716 BLOCO J ;415000;2;51;6920;28/01/2014;8.137
Asa Norte ;SETOR SHTN LIFE RESORT;415000;1;30;11924;23/01/2014;13.833
Asa Norte ;SCRN 704/705 BLOCO D 704/705 NORTE - PERTO DE TUDO;415000;2;71;5710;28/12/2013;5.845
Noroeste ;SQNW 311 ATRIUM CAPRI;418000;1;34,15;5391;26/01/2014;12.240
Sudoeste ;QRSW 01 ;419999;2;60;5377;27/01/2014;7.000
Asa Norte ;SETOR SHTN ;420000;1;38;11000;30/01/2014;11.053
Asa Norte ;SHN QUADRA 01 SAINT MORITZ;420000;1;32;11000;30/01/2014;13.125
Noroeste ;SQNW 311 BLOCO B ;420000;1;30;11000;30/01/2014;14.000
Sudoeste ;QRSW 07 VAZADO!;420000;2;60;17001;30/01/2014;7.000
Noroeste ;SQNW 311 ;420000;1;36;17001;29/01/2014;11.667
Asa Norte ;SQN 216 ** EXCELENTE QUADRA **;420000;1;48;7107;29/01/2014;8.750
Asa Sul ;SQS 411 ELEVADOR, CANTO, TODO REFORMADO, ARM?RIOS.;420000;1;55;10075;29/01/2014;7.636
Asa Norte ;SHN QUADRA 01 SAINT MORITZ;420000;1;32;11000;29/01/2014;13.125
Noroeste ;SQNW 311 BLOCO B ;420000;1;30;11000;29/01/2014;14.000
Noroeste ;SQNW 311 ;420000;1;36;17001;28/01/2014;11.667
Asa Norte ;SQN 216 VAZIO, COM GARAGEM E AC/FGTS  8408-4788;420000;1;46;19420;28/01/2014;9.130
Asa Norte ;SQN 216 MAIS BARATO DA QUADRA COM GARAGEM;420000;1;46;19420;28/01/2014;9.130
Sudoeste ;QRSW 05 (61) 8425-0307;420000;2;60;5915;28/01/2014;7.000
Asa Sul ;SQS 415 BLOCO Q ;420000;2;45;8538;21/01/2014;9.333
Sudoeste ;CCSW 03 SILCO VARANDAS 2QTS REFORMADO 46M? 1VG AC/FINAN 8130-;420000;2;46;17245;16/01/2014;9.130
Asa Norte ;SHCGN 706 ;420000;2;50;4617;11/01/2014;8.400
Asa Norte ;SQN 216 OPORTUNIDADE. GARAGEM, VISTA LIVRE NICE 8493-1601**;420000;1;45;11018;10/01/2014;9.333
Asa Sul ;SHS 06 >> BRASIL 21 SU?TES, URGENTE !;420000;1;42;18222;27/12/2013;10.000
Asa Norte ;SETOR SHTN LIFE RESORT. MOBILIADO     8104-0417/ 7813-5017;420000;1;31;9556;19/12/2013;13.548
Asa Norte ;SQN 216 BLOCO H - COM GARAGEM;420000;1;42;9476;12/12/2013;10.000
Asa Norte ;SQN 216 GARAGEM ,NASCENTE;420000;1;45;18066;08/12/2013;9.333
Asa Sul ;SQS 212 LINDA REFORMA! SALA, 01 QTO PORCELANATO EXCTE PRE?O R;420000;1;48;7037;06/12/2013;8.750
Asa Norte ;SCLRN 716 IMPERD?VEL 02 QTS REFORMADO EXCTE PRE?O R$$;420000;2;64;7037;06/12/2013;6.563
Asa Sul ;SQS 415 3? ANDAR VAZADO;420000;2;55;7286;06/12/2013;7.636
Asa Norte ;SETOR SHTN PREMIER RESIDENCE NASCENTE VISTA LAGO;420000;1;40;10584;29/01/2014;10.500
Noroeste ;SQNW 307 BLOCO D PROJE??O D, DUE MURANO.;420028,84;1;35;11000;30/01/2014;12.001
Asa Sul ;SQS 410 * REFORMADO * 1? ANDAR * C/ DEP?SITO NO SUBSOLO;425000;2;55;5915;29/01/2014;7.727
Sudoeste ;QRSW 04 OTIMA OPORTUNIDADE PRE?O OCASI?O R$$$;425000;2;60;7037;27/01/2014;7.083
Asa Norte ;SQN 216 BLOCO G ;425000;1;45;5504;25/01/2014;9.444
Asa Norte ;SCLRN 706 - 1? ANDAR, TROCO POR CASA PLANALTINA;425000;2;51;8540;25/01/2014;8.333
Sudoeste ;QRSW 06 ED. GUARAPARI;425000;2;61;4996;23/01/2014;6.967
Sudoeste ;QRSW 06 - COND. RES. MARIA LUIZA;425000;2;60;3545;18/01/2014;7.083
Sudoeste ;QRSW 02 BLOCO B-06 ;425000;1;60,41;4800;09/01/2014;7.035
Asa Norte ;SCRN 704/705 BLOCO D REFORMADO. TROCA POR APTO OU KIT  MENOR;425000;2;72;20081;28/12/2013;5.903
Noroeste ;SQNW 311 LINDISSIMO;425000;1;34;11983;28/01/2014;12.500
Noroeste ;SQNW 311 BLOCO E ATRIUM D ARGENT - APARTAMENTO DE ALTO PADR?O;427000;1;34;11000;30/01/2014;12.559
Noroeste ;SQNW 311 BLOCO E ATRIUM D ARGENT - APARTAMENTO DE ALTO PADR?O;427000;1;34;11000;29/01/2014;12.559
Asa Sul ;SQS 409 BLOCO S ?TIMO - 02 QTS - NASC - REFORMADO-VAZADO;428000;2;54,7;11954;29/01/2014;7.824
Asa Norte ;SHCGN 706 ;428000;2;52,49;7925;20/01/2014;8.154
Sudoeste ;QRSW 06 BLOCO B-03 ;429000;2;60;13483;14/01/2014;7.150
Asa Sul ;SQS 212 PR?DIO LINDO COM VAGA DE GARAGEM! 9949-3580;430000;1;42;11476;29/01/2014;10.238
Asa Sul ;TRECHO SCES TRECHO 04 AS MARGENS DO LAGO/PRONTO.;430000;1;42;11991;29/01/2014;10.238
Asa Norte ;SHN QUADRA 01 ;430000;1;34;11991;29/01/2014;12.647
Asa Norte ;SHCGN 706 OTIMA LOCALIZA??O - 2 WC - DESOCUPADO;430000;2;53;7421;29/01/2014;8.113
Sudoeste ;QRSW 06 BLOCO A-02 ;430000;2;60;19962;29/01/2014;7.167
Sudoeste ;QRSW 03 DESOCUPADO! # 9949-0121;430000;2;63;11476;28/01/2014;6.825
Sudoeste ;QRSW 06 2? ANDAR - DESOCUPADO - AC PROPOSTA;430000;2;63;16953;28/01/2014;6.825
Noroeste ;SQNW 310 VIA SOHO - O MELHOR PRE?O DO MERCADO!!!!!!!!!!!;430000;1;40;11983;28/01/2014;10.750
Sudoeste ;QRSW 02 IMPERD?VEL 02 QTS REFORMADO EXCTE PRE?O R$$;430000;2;61;7037;27/01/2014;7.049
Asa Norte ;SHCGN 707 ACEITA TROCA APT. MAIOR;430000;2;50;4522;27/01/2014;8.600
Sudoeste ;QRSW 05 BLOCO A-03 1? ANDAR. VAZADO. DESOCUPADO.;430000;2;63;20081;27/01/2014;6.825
Asa Sul ;SGAS 902 SALA COMERCIAL C/ VAGA DE GARAGEM(02);430000;1;38;16711;27/01/2014;11.316
Asa Sul ;SQS 415 2 QTOS 55M?VAZ. EXCELENTE BLOCO;430000;2;55;12462;27/01/2014;7.818
Sudoeste ;QRSW 03 BLOCO A-07 *OPORTUNIDADE*;430000;2;60,41;6614;24/01/2014;7.118
Asa Norte ;SHCGN 707 TROCO POR APT. DE 02 OU 03 QTS, ATE 720 MIL!!!;430000;2;55;10869;23/01/2014;7.818
Sudoeste ;QMSW 06 ED. LELITON GON?ALVES;430000;1;44;16005;21/01/2014;9.773
Asa Norte ;SCLRN 714 ;430000;2;53;3545;18/01/2014;8.113
Asa Norte ;SCLRN 714 VAZADO (IMOVEL RESIDENCIAL);430000;2;52;4522;17/01/2014;8.269
Asa Sul ;SQS 410 MUITO BOM!!! COM DEPOSITO NO SUBSOLO;430000;2;55;19246;15/01/2014;7.818
Sudoeste ;QRSW 02 GRAND?O, VARANDAS, VISTA LIVRE!;430000;2;63;10075;14/01/2014;6.825
Sudoeste ;QRSW 05 BLOCO B-03 REFORMADO 3? ANDAR - 8123-0648 LIGUE J?;430000;2;56,05;9735;10/01/2014;7.672
Sudoeste ;QRSW 03 BLOCO B-06 EXCELENTE APARTAMENTO!!!;430000;2;60;1871;10/01/2014;7.167
Asa Norte ;SQN 407 ;430000;2;55;4617;10/01/2014;7.818
Asa Norte ;SCRN 704/705 BLOCO A APT?  2 QT?S DCE DISPENSA 90M2 430.000,0;430000;2;90;3889;08/01/2014;4.778
Asa Norte ;SQN 216 BLOCO A ;430000;1;45;7191;07/01/2014;9.556
Asa Norte ;SCLRN 707 02 QUARTOS  RWF;430000;2;53;8066;07/01/2014;8.113
Sudoeste ;QRSW 02 EXCELENTE OPORTUNIDADE DA CONSULT IM?VEIS;430000;2;61;8714;30/12/2013;7.049
Sudoeste ;QRSW 02 ;430000;2;61;18222;27/12/2013;7.049
Sudoeste ;QRSW 05 BLOCO B-03 URGENTE!REFORMADO!ARMARIOS!FA?A PROPOSTA;430000;2;57;13602;18/12/2013;7.544
Sudoeste ;QRSW 02 IMPERD?VEL ! LINDO APTO REFORMADO EXCTE PRE?O R$$;430000;2;64;7037;13/12/2013;6.719
Asa Norte ;SHCGN 706 TROCO P/ APTO 01 QTO C/ VARANDA/ELEVADOR NA RESIDEN;430000;2;52;11018;20/12/2013;8.269
Noroeste ;CLNW 10/11 APT 2 QTS PRONTO! 02 VAGAS SOLTAS...;430000;2;43;7353;08/01/2014;10.000
Sudoeste ;QRSW 06 ;431000;2;60;20472;30/01/2014;7.183
Sudoeste ;QRSW 06 BLOCO B-03 EXCELE.LOCALIZA??O/VAZ/AMPLO/ 8267-9797;431000;2;64;11476;28/01/2014;6.734
Noroeste ;SQNW 311 BLOCO E ATRIUM D ARGENT - APARTAMENTO DE ALTO PADR?O;432000;1;34;11000;30/01/2014;12.706
Noroeste ;SQNW 311 BLOCO E ATRIUM D ARGENT - APARTAMENTO DE ALTO PADR?O;432000;1;34;11000;29/01/2014;12.706
Sudoeste ;CCSW 03 ED. SILCO VARANDAS - PLANT?O 81641144;433000;2;46;20892;24/01/2014;9.413
Sudoeste ;QRSW 02 IMPERD?VEL ! LINDO APTO REFORMADO EXCTE PRE?O R$$;433000;2;62;7037;06/12/2013;6.984
Noroeste ;SQNW 311 BLOCO E ATRIUM D ARGENT - APARTAMENTO DE ALTO PADR?O;435000;1;34;11000;30/01/2014;12.794
Asa Norte ;SCRN 704/705 *EXCELENTE , 72 M?*;435000;2;72;7107;29/01/2014;6.042
Noroeste ;SQNW 311 BLOCO E ATRIUM D ARGENT - APARTAMENTO DE ALTO PADR?O;435000;1;34;11000;29/01/2014;12.794
Sudoeste ;QRSW 04 EXCELENTE APARTAMENTO NO SUDOESTE 9529-4141;435000;2;62;11476;28/01/2014;7.016
Sudoeste ;QRSW 02 LINDO, DE CANTO!!! ALINE: 9181-4242;435000;2;63;11476;28/01/2014;6.905
Asa Norte ;SHCGN 716 RARIDADE!! 02 BANHEIROS, NASCENTE, REFOR, V. LIVRE;435000;2;55;11983;28/01/2014;7.909
Sudoeste ;QRSW 07 ;435000;2;60,39;17971;20/01/2014;7.203
Sudoeste ;QRSW 05 BLOCO B-01 ;435000;2;60;5238;15/01/2014;7.250
Sudoeste ;QRSW 02 VAZADO, 2O. ANDAR, CONSULTORIA COMPLETA!!!;435000;2;62;9025;14/01/2014;7.016
Sudoeste ;QRSW 03 LINDO! 02 QTOS ARM?RIOS EXCTE PRE?O R$$$;435000;2;62;7037;30/12/2013;7.016
Sudoeste ;QRSW 04 >> 1? ANDAR - PRONTO PARA MORAR;435000;2;57;18222;27/12/2013;7.632
Asa Norte ;SHCGN 706 - DESOCUPADO!!!;435000;2;55;7421;12/12/2013;7.909
Noroeste ;CLNW 10/11 2QTOS NOROESTE PRONTO MORAR FRENTE PARQUR BURLE MA;435000;2;41;9669;24/01/2014;10.610
Asa Norte ;SQN 210 BLOCO H ;437000;1;49,1;17969;02/01/2014;8.900
Sudoeste ;QRSW 02 IMPERD?VEL !! OPORTUNIDADE LINDO APTO EXCTE PRE?O R$$;437500;2;64;7037;30/12/2013;6.836
Sudoeste ;QRSW 08 IMPERD?VEL! VAZADO DE CANTO EXCTE PRE?O R$$;438000;2;63;7037;27/01/2014;6.952
Sudoeste ;QRSW 01 IMPERD?VEL 02 QTOS COM ARM?RIOS EXCTE PRE?O R$$;438000;2;62;7037;30/12/2013;7.065
Asa Norte ;SGAN 915 COBERTURA, LINEAR!;439000;2;43;13065;15/01/2014;10.209
Sudoeste ;QRSW 02 DESOCUPADO;439000;2;63;7063;11/01/2014;6.968
Asa Norte ;SHCGN 706 NASCENTE, REFORMADO, VISTA LIVRE DEFINITIVA!;440000;2;51;17001;30/01/2014;8.627
Sudoeste ;QRSW 02 BLOCO A-05 REFORMADO! VAZADO!;440000;2;63;2117447;29/01/2014;6.984
Asa Norte ;SHCGN 706 **OPORTUNIDADE**;440000;2;51,45;7107;29/01/2014;8.552
Sudoeste ;QRSW 02 QRSW 2 BLOCO A5;440000;2;63;16810;29/01/2014;6.984
Sudoeste ;QRSW 06 APT NASCENTE SUDOESTE PRONTO PRA MORAR;440000;2;60;11983;28/01/2014;7.333
Asa Norte ;SCLRN 706 PR?XIMO A FACULDADE,  SALA DUPLA ENORME!;440000;2;52;7037;27/01/2014;8.462
Sudoeste ;QRSW 05 - ORIGINAL,AC.FGTS!!!;440000;2;60;7421;22/01/2014;7.333
Asa Norte ;SHCGN 706 ;440000;2;51;7925;20/01/2014;8.627
Sudoeste ;QRSW 05 VISTA TOTALMENTE LIVRE-NASCENTE-8429-4245/9902-5883;440000;2;63;10602;16/01/2014;6.984
Sudoeste ;QRSW 06 DESOCUPADO, VISTA LIVRE, VAZADO.;440000;2;61;8247;16/01/2014;7.213
Sudoeste ;QRSW 06 ;440000;2;61;9025;14/01/2014;7.213
Asa Norte ;SHCGN 716 ;440000;2;60;8538;02/01/2014;7.333
Asa Norte ;SHCGN 716 - LINDO APARTAMENTO - REFORMADO - NASCENTE;440000;2;50;13933;01/01/2014;8.800
Asa Norte ;SHCGN 716 ;440000;2;70;20081;28/12/2013;6.286
Sudoeste ;QRSW 06 VAZADO / 8595-2022;440000;2;62;12180;16/12/2013;7.097
Asa Norte ;SHCGN 716 ;440000;2;70;7037;16/12/2013;6.286
Asa Sul ;CRS 514 BLOCO C ;440000;2;68;14909;02/12/2013;6.471
Sudoeste ;QRSW 03 IMPERD?VEL ! OPORTUNIDADE LINDA REFORMA EXCTE PRE?O!!;443000;2;63;7037;13/12/2013;7.032
Asa Norte ;SHCGN 716 REFORMADO, NASCENTE - 8110-4776;445000;2;55;11476;29/01/2014;8.091
Sudoeste ;QRSW 04 REFORMADO,DE CANTO,ARM?RIOS. 8121-5427.;445000;2;60;19420;29/01/2014;7.417
Sudoeste ;QRSW 06 VARANDA,SAL?O DE FESTA - 8121-5427;445000;2;60;19420;28/01/2014;7.417
Sudoeste ;QRSW 02 PR?DIO REFORMADO COM VARANDA. 8121-5427;445000;2;60;19420;28/01/2014;7.417
Sudoeste ;CCSW 03 DECORADO 2 QTOS - 8408-4788;445000;2;46;19420;28/01/2014;9.674
Asa Norte ;SQN 410 BLOCO A VISTA LIVRE, NASCENTE, VAZADO;445000;2;66,38;14999;27/01/2014;6.704
Sudoeste ;QRSW 04 1? ANDAR, DE CANTO, LINDO!;445000;2;57;11670;25/01/2014;7.807
Asa Norte ;SQN 407 REFORMAD?SSIMO, NASCENTE!;445000;2;44,75;10193;14/01/2014;9.944
Asa Norte ;SHCGN 716 2? ANDAR, REFORMADO, DESOC., NASCENTE, VISTA LIVRE.;445000;2;55;11018;07/01/2014;8.091
Asa Norte ;SHCGN 716 BLOCO M, 4 ANDAR, NASCENTE, VISTA LIVRE!;445000;2;58;7280;26/12/2013;7.672
Asa Norte ;SHCGN 716 ;445000;2;51;9807;16/12/2013;8.725
Sudoeste ;QRSW 03 IMPERD?VEL! REFORMADO! 02 QTS ARMS EXCTE PRE?O R$$;445000;2;61;7037;06/12/2013;7.295
Noroeste ;SQNW 311 BLOCO D EXCELENTE APARTAMENTO DE 01 DORMIT?RIO NO NO;445987,32;1;34;11000;30/01/2014;13.117
Noroeste ;SQNW 311 BLOCO D ATRIUM D OR;448000;1;35;11000;30/01/2014;12.800
Asa Sul ;SQS 414 BLOCO I ;448000;3;67;8165;29/01/2014;6.687
Sudoeste ;QRSW 04 1? ANDAR,REFORMADO, CANTO!!!  JOEL: 9529-4141;448000;2;57;11476;28/01/2014;7.860
Sudoeste ;QRSW 04 BLOCO B-02 REFORMADO, 1? ANDAR;448000;2;57;16711;27/01/2014;7.860
Sudoeste ;QRSW 06 BLOCO B-03 ;449000;2;66;19700;03/01/2014;6.803
Sudoeste ;QRSW 06 IMPERD?VEL OPORTUNIDADE ! LINDO 02 QTOS EXCTE PRE?O R;449000;2;61;7037;06/12/2013;7.361
Asa Norte ;SQN 216 ;450000;1;41;17001;29/01/2014;10.976
Sudoeste ;QRSW 07 EXCELENTE APARTAMENTO 1 ANDAR -  8402-5103;450000;2;68;10192;29/01/2014;6.618
Asa Norte ;SQN 216 EXCELENTE LOCALIZA??O;450000;1;42;7107;29/01/2014;10.714
Asa Sul ;SQS 408 ;450000;2;60;9451;29/01/2014;7.500
Asa Norte ;SQN 216 ;450000;1;41;17001;28/01/2014;10.976
Sudoeste ;QRSW 04 - LINDO E REFORMADO - 8267-9797;450000;2;62;11476;28/01/2014;7.258
Asa Norte ;SCRN 706/707 BLOCO G PR?XIMO A CASA DO COLEGIAL;450000;2;79,05;275;28/01/2014;5.693
Sudoeste ;QRSW 04 BLOCO B-02 ;450000;2;55,63;9500;28/01/2014;8.089
Asa Norte ;SQN 216 ;450000;1;41;14009;27/01/2014;10.976
Sudoeste ;QRSW 07 BLOCO B-05 LINDA REFORMA! VAZADO!;450000;2;65;19124;27/01/2014;6.923
Asa Sul ;SQS 413 SUITE, REFORMADISSIMO;450000;2;58;11670;25/01/2014;7.759
Asa Norte ;SCLRN 714 ;450000;2;86,61;7174;25/01/2014;5.196
Sudoeste ;QRSW 03 BLOCO B-02 IM?VEL PLANEJADO;450000;2;61,48;6614;23/01/2014;7.319
Asa Sul ;SQS 415 BLOCO Q VAZADO;450000;2;50;13141;23/01/2014;9.000
Sudoeste ;QRSW 07 PRIMEIRO ANDAR_DESOCUPADO;450000;2;60;7063;23/01/2014;7.500
Sudoeste ;QRSW 06 DESOCUPADO;450000;2;61;7569;23/01/2014;7.377
Noroeste ;CLNW 10/11 APT DE 01 OU 02 QTS...ALTO PADRAO!;450000;2;49,05;7353;21/01/2014;9.174
Noroeste ;CLNW 10/11 ;450000;2;43;12463;21/01/2014;10.465
Sudoeste ;QRSW 07 BLOCO B-06 3? ANDAR;450000;2;63;4297;21/01/2014;7.143
Sudoeste ;QRSW 04 BLOCO B-04 PRONTO PARA MORAR, REFORMADO;450000;2;57;4996;20/01/2014;7.895
Sudoeste ;QRSW 08 BLOCO A-02 !!! NASCENTE !!! 1? ANDAR !!! LINDO !!!;450000;2;62;10571;20/01/2014;7.258
Asa Norte ;SQN 216 BLOCO A ;450000;1;45;5424;16/01/2014;10.000
Sudoeste ;QRSW 04 REFORMADO,  CANTO. ACEITA IM?VEL DE MAIOR VALOR.;450000;2;62;8247;16/01/2014;7.258
Sudoeste ;EQRSW 4/5 COM SU?TE! SETOR ECON?MICO;450000;2;62;17791;15/01/2014;7.258
Sudoeste ;CCSW 04 RESIDENCIAL VILLE DE FRANCE;450000;1;35;11410;15/01/2014;12.857
Sudoeste ;QRSW 06 ;450000;2;62;17127;10/01/2014;7.258
Sudoeste ;QRSW 06 - 2?ANDAR - VAZADO;450000;2;63;13933;08/01/2014;7.143
Asa Sul ;SHS 06 ;450000;1;43;11623;07/01/2014;10.465
Sudoeste ;QRSW 08 EXCELENTE APARTAMENTO 2 QUARTOS SUDOESTE;450000;2;62;180;04/01/2014;7.258
Asa Sul ;SQS 415 BLOCO C ?TIMA SQS DAS 400S, DE CANTO;450000;2;53,3;15971;03/01/2014;8.443
Sudoeste ;QRSW 05 - EXCELENTE 1?ANDAR;450000;2;60;13933;01/01/2014;7.500
Asa Norte ;SHCGN 716 BLOCO G DESOCUPADO 1? ANDAR;450000;2;55,88;14164;31/12/2013;8.053
Sudoeste ;QRSW 07 BLOCO A-07 ED. DONA MARTA XIII;450000;2;61,2;18261;30/12/2013;7.353
Sudoeste ;QRSW 05 DESOCUPADO 1 ? ANDAR 8156-8764;450000;2;60,86;12180;16/12/2013;7.394
Sudoeste ;QRSW 05 ;450000;2;62;17605;15/12/2013;7.258
Asa Sul ;SQS 415 IMPERD?VEL! SALA 02 QTOS QUADRA NOBRE EXCTE PRE?O R$$;450000;2;56;7037;09/12/2013;8.036
Asa Norte ;SCLRN 714 ;450000;3;86;19246;08/12/2013;5.233
Noroeste ;CLNW 10/11 APT C/2 VGS/ PRONTO ! AC.FINANC!;450000;2;47;7353;08/01/2014;9.574
Noroeste ;CLNW 10/11 LOTE B 2QTOS PRONTO MORAR LINDO E ACABAMENTO DE PR;450000;2;42;9669;24/01/2014;10.714
Noroeste ;SQNW VIA SOHO ,SINAL BAIXO100% RESIDENCIAL! 9988-0415;450000;1;33,7;11546;19/01/2014;13.353
Asa Norte ;SGAN 915 PARQUE NORTE;450000;1;28;9451;29/01/2014;16.071
Noroeste ;SQNW 310 BLOCO C VIA SOHOO OPORTUNIDADE 4? ANDAR;450000;1;40;18208;19/01/2014;11.250
Sudoeste ;QRSW 07 LIND?O, VAZADO, AC FINANC. CAIXA E FGTS!;451000;2;62;9451;29/01/2014;7.274
Noroeste ;SQNW 307 1QTO, ENTREGA PREVISTA PARA ABRIL DE 2014, 4ANDAR, 0;455000;1;35;11000;30/01/2014;13.000
Asa Sul ;SQS 415 BLOCO Q BEL?SSIMA REFORMA E DECORA??O;455000;2;50;12184;23/01/2014;9.100
Sudoeste ;QRSW 05 NASCENTE, VAZADO, REFORMADO.;455000;2;61;8247;16/01/2014;7.459
Asa Norte ;SHCGN 705 EXCLUSIVO FEROLA,VISTA LIVRE 8633-4369;459000;2;63;11476;29/01/2014;7.286
Sudoeste ;QRSW 07 IMPERD?VEL OPORTUNIDADE COM VARANDA EXCTE PRE?O R$$$;459000;2;63;7037;27/01/2014;7.286
Sudoeste ;QRSW 07 LINDO ! REFORMADO ENTRAR E MORAR ! ARM?RIOS NOVOS !!;459000;2;63;7037;30/12/2013;7.286
Sudoeste ;QRSW 05 IMPERD?VEL OPORTUNIDADE ! EXCTE PRE?O R$$$;459000;2;63;7037;30/12/2013;7.286
Noroeste ;CLNW 10/11 NEO RESID?NCIAS MODERNAS - APTOS 1 E 2 QUARTOS;459487,65;2;49,05;303164;13/01/2014;9.368
Sudoeste ;QRSW 07 OPORTUNIDADE !! 02 QTOS ! ARM?RIOS EXCTE PRE?O R$$;459900;2;62;7037;27/01/2014;7.418
Sudoeste ;QRSW 02 SUDOESTE 2 QUARTOS ECONOMICOS!;460000;2;62;17001;29/01/2014;7.419
Asa Norte ;SQN 210 BLOCO A DESOCUPADO E EXCELENTE LOCALIZA??O!;460000;1;49;3937;28/01/2014;9.388
Sudoeste ;QRSW 01 BLOCO B-010 DESOCUPADO;460000;2;60;5572;27/01/2014;7.667
Asa Norte ;SQN 216 REFORMADO, NASCENTE, VISTA LIVRE.;460000;1;48;8247;24/01/2014;9.583
Sudoeste ;QRSW 04 - 1? ANDAR - DESOCUPADO;460000;2;62;13933;24/01/2014;7.419
Asa Sul ;SQS 413 BLOCO D ;460000;2;65;9373;22/01/2014;7.077
Asa Norte ;SHCGN 716 NASCENTE COM ELEVADORES.;460000;2;60;10075;20/01/2014;7.667
Asa Norte ;SQN 210 EXCELENTE APARTAMENTO!!!;460000;1;50;10075;14/01/2014;9.200
